mean 100 episode reward,episodes,steps,% time spent exploring
-189.1,1154,28590,5
-188.7,1155,28609,5
-185.4,1156,28637,5
-181.0,1157,28649,5
-184.0,1158,28716,5
-183.0,1159,28726,5
-183.1,1160,28770,5
-182.8,1161,28791,5
-182.8,1162,28816,5
-182.2,1163,28828,5
-185.9,1164,28905,5
-188.5,1165,28965,5
-184.1,1166,28977,5
-184.3,1167,29000,5
-184.9,1168,29030,5
-185.1,1169,29044,5
-185.1,1170,29056,5
-185.4,1171,29075,5
-186.5,1172,29107,5
-183.6,1173,29150,5
-185.7,1174,29233,5
-186.2,1175,29252,5
-185.8,1176,29270,5
-185.6,1177,29291,5
-186.3,1178,29326,5
-185.4,1179,29345,5
-188.1,1180,29409,5
-187.7,1181,29459,5
-186.8,1182,29482,5
-186.8,1183,29494,5
-185.4,1184,29508,5
-183.0,1185,29518,5
-182.9,1186,29527,5
-182.8,1187,29539,5
-181.0,1188,29552,5
-181.0,1189,29562,5
-179.6,1190,29571,5
-178.4,1191,29583,5
-175.2,1192,29599,5
-174.4,1193,29610,5
-173.7,1194,29619,5
-172.8,1195,29633,5
-171.9,1196,29641,5
-168.8,1197,29648,5
-165.6,1198,29655,5
-163.6,1199,29663,5
-162.5,1200,29675,5
-160.3,1201,29683,5
-159.6,1202,29695,5
-159.6,1203,29705,5
-159.3,1204,29720,5
-154.1,1205,29732,5
-153.6,1206,29743,5
-152.4,1207,29756,5
-151.7,1208,29768,5
-150.4,1209,29780,5
-149.9,1210,29789,5
-149.6,1211,29801,5
-149.9,1212,29816,5
-145.5,1213,29824,5
-143.3,1214,29833,5
-142.9,1215,29849,5
-138.9,1216,29861,5
-138.7,1217,29873,5
-136.8,1218,29884,5
-132.5,1219,29897,5
-132.2,1220,29908,5
-132.3,1221,29921,5
-131.7,1222,29937,5
-131.1,1223,29952,5
-130.5,1224,29964,5
-130.6,1225,29976,5
-129.6,1226,29986,5
-128.6,1227,29995,5
-128.9,1228,30008,5
-128.5,1229,30021,5
-128.5,1230,30031,5
-127.3,1231,30042,5
-125.4,1232,30054,5
-122.0,1233,30067,5
-120.2,1234,30077,5
-118.0,1235,30088,5
-116.4,1236,30095,5
-115.0,1237,30102,5
-113.5,1238,30111,5
-113.4,1239,30121,5
-113.4,1240,30133,5
-111.1,1241,30145,5
-109.2,1242,30153,5
-109.1,1243,30181,5
-109.9,1244,30208,5
-112.8,1245,30266,5
-115.7,1246,30341,5
-119.3,1247,30412,5
-119.6,1248,30465,5
-118.5,1249,30502,5
-118.9,1250,30521,5
-116.3,1251,30539,5
-113.5,1252,30552,5
-113.3,1253,30569,5
-115.3,1254,30617,5
-115.3,1255,30636,5
-114.6,1256,30654,5
-115.2,1257,30676,5
