mean 100 episode reward,episodes,steps,% time spent exploring
27.7,1246,18924,7
27.7,1247,18934,7
27.8,1248,18945,7
27.5,1249,18954,7
27.5,1250,18968,7
27.5,1251,18982,7
27.2,1252,18992,7
27.5,1253,19003,7
27.2,1254,19013,7
26.9,1255,19021,7
26.7,1256,19030,7
26.8,1257,19047,7
26.5,1258,19053,7
26.7,1259,19065,7
26.6,1260,19077,7
26.7,1261,19091,7
26.9,1262,19103,7
27.0,1263,19116,7
26.6,1264,19123,7
26.9,1265,19134,7
26.8,1266,19143,7
26.7,1267,19153,7
26.6,1268,19167,7
26.7,1269,19180,7
26.4,1270,19191,7
26.4,1271,19203,7
25.9,1272,19213,7
26.2,1273,19224,7
26.3,1274,19232,7
26.7,1275,19246,7
26.8,1276,19257,7
26.2,1277,19265,7
26.0,1278,19276,7
25.9,1279,19289,7
25.7,1280,19300,7
25.7,1281,19312,7
25.6,1282,19321,7
26.3,1283,19337,7
26.2,1284,19349,7
26.5,1285,19363,7
26.3,1286,19374,7
26.4,1287,19387,7
26.6,1288,19398,7
26.2,1289,19405,7
26.1,1290,19413,7
26.4,1291,19429,7
26.6,1292,19441,7
26.6,1293,19449,7
26.5,1294,19458,7
26.4,1295,19471,7
26.2,1296,19484,7
26.3,1297,19498,7
26.3,1298,19506,7
25.8,1299,19516,7
26.5,1300,19530,7
26.3,1301,19539,7
26.0,1302,19549,7
26.1,1303,19560,7
25.9,1304,19570,7
25.2,1305,19577,7
25.0,1306,19584,7
25.3,1307,19598,7
25.5,1308,19611,7
25.8,1309,19622,7
26.1,1310,19637,7
26.7,1311,19652,7
27.2,1312,19665,7
27.2,1313,19677,7
27.1,1314,19684,7
27.9,1315,19701,7
27.2,1316,19709,7
27.6,1317,19727,7
27.6,1318,19741,7
27.2,1319,19748,7
27.2,1320,19756,7
27.2,1321,19767,7
26.9,1322,19775,7
26.8,1323,19788,7
26.9,1324,19800,7
26.8,1325,19812,7
26.5,1326,19825,7
26.5,1327,19835,7
26.7,1328,19845,7
27.1,1329,19859,7
27.1,1330,19870,7
27.3,1331,19883,7
27.4,1332,19894,7
27.1,1333,19908,7
27.0,1334,19917,7
26.5,1335,19925,7
26.5,1336,19937,7
26.0,1337,19944,7
25.9,1338,19955,7
25.9,1339,19967,7
25.9,1340,19978,7
25.8,1341,19987,7
25.7,1342,19996,7
25.5,1343,20006,7
26.1,1344,20020,7
26.5,1345,20033,7
26.4,1346,20045,7
26.4,1347,20056,7
26.4,1348,20066,7
26.4,1349,20074,7
26.3,1350,20085,7
26.3,1351,20096,7
26.3,1352,20106,7
26.2,1353,20117,7
26.5,1354,20128,7
26.6,1355,20138,7
26.5,1356,20146,7
26.3,1357,20156,7
26.6,1358,20167,7
26.3,1359,20177,7
26.2,1360,20188,7
26.4,1361,20201,7
26.4,1362,20214,7
26.6,1363,20228,7
26.9,1364,20239,7
27.1,1365,20253,7
27.0,1366,20261,7
26.9,1367,20269,7
26.6,1368,20277,7
26.8,1369,20291,7
26.7,1370,20299,7
26.5,1371,20313,7
26.5,1372,20322,7
26.3,1373,20330,7
26.7,1374,20343,7
26.1,1375,20352,7
26.1,1376,20363,7
26.3,1377,20372,7
26.3,1378,20382,7
25.9,1379,20394,7
26.0,1380,20406,7
26.1,1381,20418,7
26.1,1382,20428,7
25.7,1383,20440,7
25.8,1384,20451,7
25.2,1385,20460,7
25.3,1386,20472,7
25.5,1387,20487,7
25.7,1388,20502,7
26.2,1389,20515,7
26.4,1390,20529,7
26.2,1391,20542,7
25.9,1392,20549,7
26.3,1393,20562,7
26.2,1394,20570,7
26.3,1395,20582,7
26.0,1396,20590,7
25.7,1397,20600,7
26.2,1398,20615,7
26.0,1399,20622,7
25.5,1400,20632,7
25.8,1401,20644,7
25.8,1402,20653,7
26.0,1403,20666,7
26.1,1404,20677,7
26.3,1405,20688,7
26.8,1406,20701,7
26.7,1407,20715,7
26.8,1408,20729,7
26.8,1409,20741,7
26.7,1410,20754,7
26.2,1411,20765,7
25.8,1412,20774,7
26.4,1413,20790,7
26.5,1414,20798,7
26.1,1415,20811,7
26.2,1416,20821,7
25.4,1417,20831,7
25.2,1418,20845,7
25.4,1419,20859,7
25.4,1420,20866,7
25.3,1421,20878,7
25.6,1422,20890,7
25.9,1423,20905,7
25.6,1424,20914,7
25.9,1425,20931,7
25.5,1426,20939,7
25.6,1427,20953,7
25.6,1428,20964,7
25.0,1429,20971,7
24.7,1430,20978,7
25.1,1431,20993,7
24.9,1432,21001,7
24.6,1433,21008,7
25.0,1434,21022,7
25.5,1435,21036,7
25.6,1436,21049,7
26.1,1437,21062,7
27.0,1438,21080,7
26.7,1439,21086,7
26.7,1440,21098,7
26.9,1441,21111,7
27.0,1442,21125,7
26.7,1443,21135,7
26.4,1444,21146,7
26.4,1445,21161,7
26.4,1446,21173,7
26.6,1447,21188,7
26.5,1448,21195,7
26.7,1449,21207,7
26.4,1450,21214,7
26.2,1451,21221,7
26.4,1452,21233,7
26.2,1453,21242,7
26.0,1454,21252,7
26.3,1455,21269,7
26.8,1456,21283,7
26.8,1457,21293,7
26.9,1458,21305,7
26.8,1459,21314,7
26.7,1460,21323,7
26.2,1461,21330,7
26.2,1462,21343,7
25.8,1463,21355,7
25.7,1464,21365,7
25.7,1465,21378,7
25.6,1466,21387,7
25.8,1467,21398,7
26.2,1468,21411,7
26.3,1469,21425,7
26.5,1470,21436,7
26.7,1471,21447,7
26.5,1472,21454,7
26.7,1473,21464,7
26.6,1474,21476,7
27.1,1475,21490,7
26.9,1476,21499,7
27.0,1477,21511,7
27.1,1478,21522,7
27.2,1479,21534,7
27.8,1480,21550,7
27.8,1481,21562,7
27.7,1482,21573,7
27.4,1483,21582,7
27.3,1484,21591,7
27.4,1485,21601,7
27.2,1486,21611,7
27.1,1487,21623,7
27.1,1488,21636,7
26.7,1489,21647,7
26.7,1490,21660,7
27.0,1491,21674,7
28.0,1492,21690,7
27.6,1493,21699,7
27.5,1494,21708,7
27.6,1495,21721,7
27.7,1496,21730,7
27.8,1497,21741,7
27.8,1498,21754,7
28.4,1499,21768,7
28.3,1500,21776,7
28.1,1501,21784,7
28.7,1502,21800,7
28.4,1503,21810,7
28.2,1504,21818,7
28.1,1505,21827,7
27.6,1506,21834,7
27.5,1507,21849,7
27.5,1508,21863,7
27.6,1509,21874,7
27.6,1510,21888,7
27.3,1511,21894,7
27.2,1512,21902,7
26.4,1513,21909,7
26.3,1514,21917,7
26.1,1515,21928,7
26.3,1516,21940,7
26.4,1517,21953,7
26.6,1518,21966,7
26.7,1519,21978,7
26.8,1520,21989,7
26.7,1521,21998,7
26.5,1522,22008,7
25.8,1523,22015,7
26.6,1524,22033,7
26.2,1525,22045,7
26.2,1526,22052,7
26.0,1527,22060,7
25.8,1528,22068,7
25.9,1529,22079,7
26.6,1530,22093,7
26.1,1531,22106,7
26.5,1532,22119,7
26.6,1533,22128,7
26.2,1534,22137,7
26.7,1535,22153,7
26.3,1536,22161,7
26.1,1537,22172,7
25.2,1538,22183,7
25.5,1539,22195,7
25.7,1540,22207,7
25.4,1541,22216,7
25.2,1542,22223,7
25.1,1543,22231,7
25.2,1544,22245,7
24.8,1545,22254,7
25.4,1546,22271,7
25.2,1547,22283,7
25.5,1548,22294,7
25.3,1549,22305,7
25.4,1550,22313,7
25.4,1551,22321,7
25.1,1552,22328,7
25.9,1553,22345,7
25.8,1554,22352,7
25.8,1555,22365,7
25.4,1556,22376,7
25.7,1557,22389,7
25.7,1558,22400,7
25.7,1559,22407,7
25.8,1560,22419,7
25.9,1561,22429,7
25.9,1562,22444,7
25.6,1563,22451,7
25.7,1564,22462,7
25.6,1565,22473,7
25.7,1566,22484,7
26.0,1567,22497,7
25.8,1568,22507,7
25.5,1569,22519,7
25.5,1570,22532,7
25.7,1571,22545,7
26.3,1572,22559,7
26.8,1573,22573,7
26.5,1574,22581,7
25.9,1575,22590,7
26.2,1576,22602,7
26.0,1577,22610,7
26.0,1578,22619,7
26.0,1579,22633,7
25.4,1580,22643,7
25.7,1581,22658,7
25.5,1582,22664,7
25.8,1583,22676,7
25.9,1584,22687,7
26.1,1585,22700,7
26.3,1586,22712,7
26.5,1587,22725,7
26.5,1588,22738,7
26.6,1589,22748,7
26.2,1590,22754,7
26.0,1591,22768,7
25.4,1592,22781,7
25.7,1593,22793,7
26.1,1594,22806,7
25.9,1595,22818,7
26.9,1596,22836,7
26.6,1597,22843,7
26.9,1598,22857,7
26.5,1599,22870,7
27.2,1600,22888,7
27.7,1601,22902,7
27.7,1602,22918,7
27.6,1603,22928,7
27.8,1604,22941,7
27.8,1605,22951,7
28.3,1606,22965,7
28.0,1607,22974,7
27.7,1608,22982,7
28.1,1609,22997,7
27.6,1610,23006,7
27.9,1611,23018,7
28.1,1612,23029,7
28.1,1613,23036,7
28.9,1614,23051,7
28.7,1615,23064,7
28.7,1616,23075,7
28.5,1617,23085,7
28.1,1618,23094,7
27.9,1619,23102,7
27.8,1620,23112,7
27.9,1621,23124,7
28.1,1622,23136,7
28.1,1623,23144,7
27.4,1624,23154,7
27.2,1625,23163,7
27.5,1626,23176,7
27.8,1627,23189,7
28.2,1628,23203,7
28.2,1629,23211,7
27.6,1630,23219,7
27.3,1631,23226,7
27.1,1632,23237,7
27.1,1633,23247,7
27.1,1634,23255,7
26.3,1635,23266,7
26.5,1636,23276,7
26.3,1637,23285,7
26.2,1638,23295,7
26.1,1639,23305,7
26.0,1640,23317,7
26.0,1641,23326,7
26.5,1642,23339,6
26.6,1643,23350,6
26.8,1644,23364,6
27.2,1645,23377,6
27.0,1646,23392,6
27.1,1647,23404,6
26.9,1648,23415,6
26.8,1649,23422,6
26.8,1650,23431,6
27.2,1651,23445,6
27.5,1652,23457,6
26.9,1653,23468,6
27.0,1654,23478,6
26.8,1655,23488,6
26.7,1656,23497,6
26.2,1657,23503,6
26.5,1658,23516,6
26.5,1659,23525,6
26.4,1660,23538,6
26.4,1661,23545,6
26.0,1662,23553,6
26.2,1663,23563,6
26.2,1664,23575,6
26.5,1665,23589,6
26.6,1666,23600,6
26.2,1667,23610,6
26.1,1668,23619,6
26.3,1669,23632,6
26.0,1670,23639,6
25.6,1671,23645,6
25.1,1672,23654,6
25.0,1673,23669,6
25.4,1674,23684,6
25.5,1675,23695,6
25.5,1676,23707,6
25.8,1677,23719,6
25.7,1678,23726,6
25.4,1679,23736,6
25.4,1680,23744,6
25.1,1681,23757,6
25.7,1682,23773,6
25.5,1683,23782,6
25.6,1684,23794,6
25.2,1685,23802,6
25.2,1686,23816,6
25.1,1687,23828,6
25.3,1688,23842,6
25.8,1689,23858,6
26.3,1690,23871,6
26.0,1691,23882,6
26.0,1692,23894,6
26.0,1693,23906,6
25.8,1694,23916,6
26.0,1695,23929,6
25.2,1696,23940,6
25.5,1697,23952,6
25.0,1698,23962,6
25.0,1699,23973,6
25.1,1700,23988,6
24.6,1701,23997,6
24.3,1702,24011,6
24.3,1703,24020,6
24.0,1704,24027,6
24.2,1705,24039,6
24.3,1706,24053,6
24.5,1707,24063,6
24.4,1708,24072,6
23.9,1709,24080,6
24.6,1710,24095,6
24.7,1711,24108,6
24.4,1712,24115,6
24.7,1713,24127,6
24.2,1714,24143,6
24.4,1715,24156,6
24.3,1716,24166,6
24.6,1717,24179,6
24.7,1718,24189,6
24.9,1719,24200,6
25.0,1720,24213,6
25.2,1721,24227,6
25.0,1722,24234,6
25.3,1723,24246,6
25.7,1724,24260,6
25.8,1725,24271,6
25.8,1726,24283,6
25.5,1727,24292,6
25.3,1728,24304,6
25.8,1729,24318,6
25.7,1730,24325,6
25.7,1731,24332,6
25.8,1732,24344,6
26.1,1733,24357,6
26.9,1734,24372,6
26.9,1735,24385,6
26.9,1736,24396,6
27.2,1737,24408,6
27.2,1738,24418,6
27.9,1739,24434,6
28.0,1740,24446,6
28.7,1741,24461,6
28.7,1742,24477,6
28.9,1743,24489,6
28.5,1744,24499,6
28.4,1745,24512,6
27.7,1746,24523,6
27.5,1747,24534,6
28.0,1748,24549,6
28.1,1749,24558,6
28.2,1750,24568,6
28.5,1751,24583,6
28.2,1752,24590,6
28.3,1753,24602,6
28.2,1754,24609,6
28.4,1755,24621,6
28.5,1756,24632,6
28.6,1757,24641,6
28.6,1758,24654,6
28.9,1759,24666,6
29.0,1760,24677,6
29.0,1761,24687,6
29.3,1762,24698,6
29.4,1763,24709,6
29.2,1764,24718,6
28.7,1765,24729,6
28.5,1766,24737,6
28.6,1767,24748,6
28.6,1768,24756,6
28.4,1769,24769,6
28.7,1770,24782,6
29.2,1771,24795,6
29.5,1772,24809,6
29.2,1773,24820,6
29.2,1774,24833,6
29.4,1775,24845,6
29.1,1776,24854,6
28.9,1777,24864,6
29.2,1778,24876,6
29.1,1779,24883,6
29.2,1780,24893,6
29.5,1781,24907,6
28.9,1782,24915,6
29.0,1783,24925,6
28.8,1784,24934,6
29.2,1785,24947,6
29.1,1786,24958,6
29.0,1787,24970,6
28.4,1788,24977,6
27.9,1789,24989,6
27.7,1790,25000,6
27.8,1791,25009,6
28.5,1792,25028,6
28.2,1793,25036,6
28.3,1794,25049,6
28.1,1795,25062,6
28.3,1796,25074,6
28.2,1797,25085,6
28.4,1798,25097,6
28.6,1799,25111,6
27.9,1800,25119,6
28.2,1801,25133,6
28.0,1802,25143,6
28.3,1803,25156,6
28.4,1804,25165,6
28.6,1805,25179,6
28.2,1806,25189,6
28.4,1807,25201,6
28.8,1808,25214,6
29.0,1809,25225,6
28.4,1810,25234,6
28.1,1811,25244,6
28.2,1812,25251,6
28.1,1813,25263,6
28.1,1814,25273,6
27.7,1815,25280,6
28.0,1816,25293,6
28.0,1817,25305,6
28.0,1818,25317,6
27.8,1819,25325,6
27.6,1820,25337,6
27.3,1821,25345,6
27.8,1822,25358,6
27.7,1823,25369,6
27.4,1824,25380,6
27.9,1825,25396,6
27.9,1826,25408,6
28.0,1827,25417,6
28.1,1828,25430,6
27.8,1829,25439,6
28.1,1830,25452,6
28.9,1831,25468,6
28.9,1832,25484,6
28.7,1833,25495,6
27.8,1834,25502,6
27.8,1835,25512,6
27.7,1836,25522,6
27.5,1837,25532,6
27.5,1838,25544,6
26.8,1839,25554,6
26.9,1840,25567,6
26.2,1841,25575,6
25.7,1842,25583,6
25.5,1843,25594,6
25.6,1844,25605,6
25.3,1845,25613,6
25.4,1846,25623,6
25.2,1847,25631,6
25.0,1848,25645,6
25.1,1849,25655,6
25.1,1850,25665,6
24.4,1851,25674,6
24.4,1852,25681,6
24.3,1853,25692,6
24.7,1854,25705,6
24.4,1855,25713,6
24.8,1856,25727,6
25.1,1857,25740,6
24.9,1858,25750,6
24.7,1859,25760,6
24.5,1860,25768,6
24.7,1861,25779,6
24.7,1862,25792,6
24.7,1863,25803,6
24.8,1864,25813,6
25.0,1865,25826,6
25.5,1866,25840,6
25.4,1867,25849,6
26.0,1868,25863,6
25.7,1869,25871,6
25.5,1870,25880,6
25.4,1871,25893,6
25.2,1872,25904,6
25.0,1873,25912,6
24.9,1874,25925,6
24.6,1875,25934,6
24.9,1876,25946,6
25.2,1877,25959,6
25.2,1878,25971,6
25.5,1879,25982,6
25.4,1880,25989,6
24.9,1881,25999,6
25.7,1882,26014,6
25.9,1883,26026,6
25.9,1884,26035,6
25.6,1885,26045,6
25.5,1886,26054,6
25.2,1887,26063,6
25.3,1888,26074,6
25.1,1889,26085,6
25.3,1890,26098,6
25.3,1891,26109,6
24.6,1892,26121,6
24.7,1893,26130,6
24.5,1894,26138,6
24.6,1895,26150,6
24.3,1896,26159,6
24.3,1897,26173,6
24.0,1898,26181,6
23.6,1899,26192,6
23.6,1900,26201,6
23.2,1901,26208,6
23.2,1902,26218,6
23.1,1903,26229,6
23.6,1904,26243,6
23.0,1905,26250,6
22.9,1906,26260,6
23.1,1907,26273,6
23.4,1908,26288,6
23.7,1909,26301,6
23.6,1910,26308,6
23.6,1911,26318,6
23.6,1912,26325,6
23.7,1913,26339,6
23.5,1914,26347,6
23.7,1915,26357,6
23.2,1916,26364,6
23.0,1917,26373,6
22.8,1918,26383,6
23.1,1919,26395,6
23.1,1920,26404,6
23.4,1921,26416,6
23.0,1922,26425,6
22.9,1923,26437,6
23.0,1924,26449,6
22.4,1925,26458,6
22.3,1926,26468,6
22.5,1927,26479,6
22.1,1928,26487,6
22.4,1929,26501,6
22.3,1930,26512,6
22.0,1931,26525,6
22.5,1932,26541,6
22.9,1933,26555,6
23.0,1934,26565,6
23.0,1935,26575,6
23.5,1936,26590,6
23.4,1937,26600,6
23.4,1938,26611,6
23.7,1939,26623,6
23.6,1940,26636,6
23.6,1941,26646,6
24.0,1942,26659,6
23.9,1943,26667,6
24.1,1944,26680,6
24.6,1945,26693,6
25.0,1946,26707,6
25.0,1947,26714,6
25.0,1948,26727,6
25.1,1949,26739,6
25.6,1950,26753,6
25.8,1951,26764,6
25.9,1952,26773,6
25.9,1953,26784,6
25.7,1954,26797,6
26.3,1955,26811,6
26.0,1956,26824,6
25.8,1957,26836,6
25.8,1958,26845,6
25.6,1959,26853,6
25.7,1960,26864,6
25.5,1961,26870,6
25.1,1962,26876,6
24.9,1963,26883,6
25.0,1964,26895,6
25.0,1965,26907,6
24.4,1966,26916,6
24.8,1967,26931,6
24.2,1968,26937,6
24.4,1969,26948,6
24.5,1970,26960,6
24.5,1971,26974,6
24.7,1972,26986,6
24.7,1973,26995,6
24.6,1974,27006,6
24.8,1975,27019,6
24.5,1976,27027,6
24.0,1977,27035,6
23.9,1978,27046,6
23.7,1979,27055,6
24.0,1980,27068,6
24.1,1981,27080,6
23.7,1982,27094,6
23.3,1983,27102,6
23.4,1984,27113,6
23.3,1985,27122,6
23.6,1986,27135,6
23.9,1987,27147,6
24.2,1988,27160,6
24.3,1989,27171,6
24.1,1990,27182,6
24.1,1991,27192,6
23.9,1992,27203,6
24.4,1993,27218,6
24.4,1994,27226,6
24.4,1995,27241,6
24.4,1996,27248,6
24.2,1997,27257,6
24.7,1998,27272,6
24.8,1999,27284,6
25.1,2000,27295,6
25.4,2001,27307,6
25.4,2002,27320,6
25.2,2003,27327,6
25.0,2004,27339,6
25.1,2005,27349,6
25.7,2006,27364,6
25.3,2007,27375,6
24.9,2008,27389,6
24.4,2009,27396,6
24.8,2010,27410,6
24.6,2011,27417,6
24.6,2012,27423,6
24.3,2013,27430,6
24.7,2014,27443,6
24.7,2015,27454,6
24.8,2016,27461,6
24.8,2017,27471,6
25.0,2018,27481,6
25.0,2019,27494,6
25.7,2020,27509,6
25.3,2021,27516,6
25.6,2022,27529,6
25.6,2023,27539,6
25.3,2024,27548,6
25.4,2025,27558,6
27.1,2026,27578,6
26.8,2027,27585,6
27.0,2028,27596,6
27.2,2029,27610,6
27.6,2030,27624,6
27.2,2031,27633,6
26.7,2032,27644,6
26.2,2033,27653,6
26.2,2034,27663,6
26.4,2035,27676,6
26.0,2036,27688,6
26.2,2037,27700,6
26.0,2038,27708,6
26.0,2039,27720,6
26.2,2040,27734,6
26.2,2041,27742,6
25.8,2042,27751,6
26.0,2043,27762,6
25.6,2044,27772,6
25.5,2045,27784,5
25.0,2046,27794,5
25.6,2047,27808,5
26.0,2048,27826,5
25.9,2049,27836,5
25.8,2050,27850,5
26.1,2051,27863,5
26.3,2052,27877,5
26.0,2053,27885,5
26.2,2054,27897,5
26.0,2055,27910,5
25.8,2056,27917,5
25.4,2057,27924,5
25.7,2058,27940,5
26.0,2059,27952,5
26.3,2060,27966,5
26.6,2061,27978,5
26.9,2062,27989,5
27.3,2063,28003,5
27.2,2064,28013,5
27.0,2065,28026,5
27.1,2066,28035,5
27.1,2067,28049,5
27.4,2068,28060,5
27.3,2069,28071,5
27.3,2070,28084,5
27.4,2071,28096,5
27.3,2072,28108,5
27.5,2073,28119,5
27.3,2074,28127,5
27.1,2075,28135,5
27.2,2076,28145,5
27.5,2077,28159,5
27.4,2078,28169,5
27.4,2079,28178,5
27.1,2080,28186,5
27.2,2081,28198,5
27.2,2082,28211,5
27.4,2083,28222,5
27.9,2084,28237,5
27.9,2085,28245,5
27.6,2086,28255,5
27.5,2087,28265,5
27.5,2088,28279,5
27.6,2089,28291,5
27.4,2090,28299,5
27.4,2091,28309,5
28.0,2092,28325,5
27.7,2093,28336,5
28.0,2094,28348,5
28.1,2095,28361,5
28.3,2096,28372,5
28.6,2097,28384,5
28.7,2098,28400,5
28.5,2099,28410,5
28.3,2100,28419,5
28.4,2101,28433,5
28.3,2102,28443,5
28.6,2103,28456,5
28.6,2104,28470,5
28.5,2105,28478,5
28.1,2106,28490,5
28.0,2107,28500,5
28.3,2108,28515,5
28.7,2109,28528,5
28.9,2110,28541,5
29.2,2111,28553,5
29.3,2112,28560,5
29.3,2113,28570,5
29.2,2114,28582,5
29.0,2115,28590,5
29.3,2116,28601,5
29.4,2117,28612,5
29.5,2118,28625,5
29.1,2119,28631,5
28.3,2120,28637,5
28.3,2121,28644,5
27.8,2122,28650,5
27.8,2123,28661,5
27.9,2124,28673,5
28.2,2125,28687,5
26.8,2126,28700,5
27.1,2127,28712,5
27.0,2128,28722,5
26.5,2129,28732,5
26.0,2130,28742,5
26.4,2131,28755,5
26.6,2132,28768,5
26.7,2133,28779,5
26.5,2134,28786,5
26.4,2135,28798,5
26.4,2136,28809,5
26.4,2137,28823,5
26.7,2138,28834,5
27.1,2139,28850,5
27.3,2140,28865,5
27.3,2141,28873,5
27.7,2142,28886,5
28.1,2143,28900,5
28.1,2144,28912,5
28.1,2145,28925,5
28.5,2146,28938,5
28.1,2147,28951,5
28.1,2148,28965,5
28.0,2149,28975,5
27.4,2150,28983,5
27.1,2151,28994,5
27.5,2152,29008,5
27.6,2153,29018,5
27.8,2154,29032,5
27.6,2155,29044,5
27.8,2156,29056,5
28.0,2157,29067,5
27.7,2158,29075,5
27.3,2159,29082,5
27.0,2160,29089,5
26.7,2161,29100,5
26.5,2162,29109,5
26.5,2163,29124,5
26.3,2164,29131,5
26.2,2165,29139,5
26.2,2166,29148,5
26.2,2167,29161,5
26.4,2168,29174,5
26.3,2169,29183,5
26.1,2170,29191,5
26.0,2171,29202,5
26.1,2172,29215,5
25.9,2173,29223,5
26.1,2174,29235,5
26.5,2175,29249,5
26.5,2176,29260,5
26.4,2177,29272,5
26.7,2178,29287,5
27.3,2179,29302,5
27.4,2180,29312,5
27.1,2181,29320,5
27.3,2182,29334,5
27.8,2183,29350,5
27.2,2184,29360,5
27.5,2185,29372,5
27.9,2186,29385,5
27.8,2187,29395,5
27.6,2188,29407,5
27.3,2189,29415,5
27.4,2190,29426,5
27.9,2191,29440,5
27.3,2192,29451,5
27.5,2193,29463,5
27.4,2194,29476,5
27.1,2195,29487,5
27.1,2196,29499,5
27.4,2197,29513,5
27.2,2198,29526,5
27.2,2199,29536,5
27.5,2200,29551,5
27.1,2201,29557,5
27.6,2202,29570,5
27.3,2203,29577,5
27.3,2204,29590,5
27.3,2205,29598,5
27.2,2206,29607,5
27.5,2207,29620,5
27.1,2208,29630,5
27.0,2209,29643,5
26.5,2210,29650,5
26.5,2211,29663,5
26.7,2212,29673,5
26.6,2213,29681,5
27.1,2214,29696,5
27.5,2215,29709,5
27.4,2216,29720,5
27.5,2217,29732,5
27.6,2218,29745,5
27.6,2219,29754,5
27.8,2220,29764,5
28.0,2221,29774,5
28.1,2222,29783,5
28.2,2223,29793,5
28.3,2224,29804,5
27.9,2225,29814,5
27.8,2226,29826,5
28.0,2227,29839,5
28.0,2228,29849,5
28.3,2229,29862,5
28.1,2230,29868,5
27.8,2231,29878,5
27.7,2232,29891,5
28.0,2233,29904,5
28.0,2234,29913,5
27.8,2235,29920,5
28.2,2236,29933,5
28.2,2237,29947,5
28.6,2238,29961,5
27.9,2239,29968,5
27.6,2240,29982,5
27.7,2241,29994,5
27.9,2242,30003,5
27.5,2243,30014,5
27.4,2244,30023,5
27.6,2245,30037,5
27.2,2246,30045,5
27.2,2247,30060,5
26.7,2248,30069,5
27.2,2249,30084,5
27.3,2250,30091,5
27.4,2251,30104,5
26.9,2252,30115,5
27.2,2253,30128,5
27.0,2254,30140,5
27.0,2255,30153,5
27.0,2256,30164,5
26.8,2257,30171,5
27.0,2258,30181,5
27.3,2259,30197,5
27.9,2260,30212,5
28.2,2261,30225,5
28.2,2262,30235,5
27.8,2263,30242,5
28.0,2264,30252,5
28.4,2265,30264,5
28.9,2266,30278,5
28.8,2267,30290,5
28.5,2268,30302,5
28.5,2269,30312,5
29.0,2270,30325,5
28.9,2271,30335,5
28.7,2272,30347,5
29.4,2273,30362,5
29.4,2274,30375,5
29.3,2275,30387,5
29.6,2276,30401,5
29.8,2277,30414,5
29.4,2278,30424,5
29.1,2279,30436,5
29.2,2280,30448,5
29.8,2281,30462,5
29.2,2282,30470,5
29.1,2283,30484,5
29.2,2284,30495,5
29.0,2285,30505,5
28.6,2286,30512,5
28.5,2287,30520,5
28.5,2288,30530,5
28.5,2289,30539,5
28.4,2290,30548,5
28.0,2291,30559,5
27.8,2292,30569,5
28.0,2293,30584,5
28.0,2294,30595,5
28.0,2295,30607,5
28.1,2296,30619,5
27.6,2297,30630,5
27.5,2298,30642,5
27.9,2299,30655,5
27.8,2300,30670,5
28.1,2301,30681,5
27.8,2302,30692,5
28.0,2303,30704,5
27.6,2304,30712,5
28.0,2305,30724,5
27.9,2306,30732,5
27.5,2307,30742,5
27.7,2308,30755,5
27.8,2309,30768,5
27.9,2310,30779,5
27.8,2311,30793,5
27.7,2312,30801,5
28.0,2313,30813,5
27.3,2314,30822,5
26.9,2315,30831,5
27.2,2316,30844,5
27.9,2317,30862,5
27.7,2318,30872,5
28.1,2319,30885,5
28.2,2320,30897,5
28.3,2321,30908,5
28.4,2322,30919,5
28.7,2323,30932,5
28.7,2324,30944,5
29.1,2325,30959,5
28.9,2326,30969,5
29.1,2327,30983,5
29.0,2328,30993,5
28.5,2329,31002,5
28.7,2330,31012,5
28.7,2331,31022,5
28.8,2332,31035,5
28.9,2333,31048,5
29.1,2334,31061,5
29.5,2335,31073,5
29.3,2336,31085,5
29.4,2337,31098,5
28.8,2338,31106,5
28.8,2339,31113,5
28.9,2340,31128,5
29.0,2341,31139,5
28.8,2342,31151,5
28.7,2343,31161,5
28.9,2344,31172,5
28.8,2345,31187,5
29.2,2346,31200,5
29.1,2347,31211,5
29.2,2348,31222,5
28.7,2349,31232,5
29.1,2350,31244,5
29.2,2351,31257,5
28.9,2352,31264,5
28.4,2353,31272,5
28.3,2354,31282,5
28.2,2355,31294,5
28.5,2356,31307,5
28.5,2357,31314,5
28.5,2358,31325,5
28.7,2359,31339,5
28.5,2360,31350,5
28.4,2361,31361,5
29.0,2362,31377,5
29.2,2363,31388,5
29.4,2364,31400,5
29.1,2365,31410,5
28.9,2366,31422,5
29.0,2367,31435,5
29.2,2368,31450,5
29.0,2369,31458,5
28.9,2370,31470,5
28.9,2371,31480,5
29.0,2372,31491,5
28.6,2373,31503,5
28.6,2374,31518,5
28.9,2375,31533,5
29.0,2376,31547,5
28.6,2377,31555,5
28.6,2378,31566,5
28.4,2379,31575,5
28.1,2380,31583,5
28.0,2381,31596,5
28.0,2382,31605,5
27.6,2383,31619,5
27.4,2384,31626,5
27.2,2385,31633,5
27.7,2386,31647,5
27.7,2387,31657,5
27.6,2388,31665,5
28.0,2389,31678,5
28.1,2390,31688,5
28.4,2391,31702,5
28.6,2392,31714,5
28.4,2393,31726,5
28.5,2394,31738,5
28.4,2395,31750,5
28.6,2396,31763,5
28.5,2397,31773,5
28.5,2398,31784,5
28.6,2399,31797,5
28.6,2400,31810,5
28.4,2401,31817,5
28.2,2402,31825,5
28.2,2403,31835,5
28.6,2404,31848,5
28.6,2405,31861,5
29.0,2406,31874,5
29.0,2407,31881,5
28.7,2408,31889,5
28.5,2409,31901,5
